CPF,Nome do Operador,Matrícula do Operador,Tipo de Atendimento,Canal de Atendimento,Tempo Médio de Atendimento (TMA) em minutos,Satisfação do Cliente (1-5),Protocolo,Data/Hora do Atendimento,Tempo de Espera em minutos,Produto/Serviço Relacionado,Resolução no Primeiro Contato?,Encaminhamento para Outro Setor,Tempo de Pós-Atendimento (minutos),Status do Atendimento
573.420.869-83,Sr. Igor Moura,SAC-8471,Solicitação,E-mail,11.2,2,PROTO-2025-04-6167,06/02/2025 14:05,5.9,TV por Assinatura,Sim,Nenhum,1.6,Pendente
547.821.960-67,Marcelo Vieira,SAC-1248,Elogio,Telefone,9.0,5,PROTO-2025-04-8255,07/04/2025 16:57,0.7,Telefonia,Não,Comercial,0.7,Finalizado
179.386.540-00,Isadora Martins,SAC-2499,Dúvida,Chat,14.3,5,PROTO-2025-02-3340,01/01/2025 20:11,6.6,Internet,Sim,Comercial,2.2,Reaberto
138.576.092-30,Pedro Lucas Pacheco,SAC-1457,Reclamação,Telefone,4.1,5,PROTO-2025-01-3654,08/04/2025 11:01,4.2,Internet,Não,Técnico,1.7,Reaberto
604.385.291-89,Paulo Moraes,SAC-3818,Dúvida,Chat,3.9,4,PROTO-2025-01-5250,09/01/2025 07:18,3.9,TV por Assinatura,Não,Financeiro,4.6,Pendente
054.681.379-84,Arthur Brito,SAC-4177,Dúvida,E-mail,6.0,4,PROTO-2025-02-1018,08/04/2025 02:31,4.7,Telefonia,Sim,Comercial,3.3,Reaberto
785.109.324-41,Milena da Rocha,SAC-4868,Reclamação,WhatsApp,10.8,4,PROTO-2025-02-9363,29/01/2025 16:45,5.6,Telefonia,Sim,Técnico,3.7,Pendente
849.612.053-89,Dra. Alana Vasconcelos,SAC-4376,Dúvida,E-mail,8.6,3,PROTO-2025-01-7888,05/03/2025 08:45,2.3,Internet,Não,Comercial,1.0,Finalizado
184.753.690-57,Igor Mendonça,SAC-1724,Reclamação,Chat,9.2,1,PROTO-2025-02-2298,02/02/2025 18:55,8.1,Internet,Sim,Nenhum,3.7,Finalizado
975.824.306-38,Dom Leão,SAC-2954,Dúvida,Chat,11.8,2,PROTO-2025-03-6032,10/02/2025 23:22,3.5,TV por Assinatura,Sim,Comercial,2.0,Pendente
472.905.681-76,Srta. Vitória Jesus,SAC-7805,Elogio,E-mail,4.4,2,PROTO-2025-02-3487,11/02/2025 20:46,3.2,Planos,Não,Financeiro,2.2,Finalizado
879.652.310-77,Pedro Miguel Souza,SAC-6519,Reclamação,Telefone,12.6,1,PROTO-2025-03-3447,02/03/2025 03:48,2.6,Planos,Não,Financeiro,3.7,Reaberto
490.871.635-84,Francisco Sales,SAC-1719,Dúvida,E-mail,9.4,3,PROTO-2025-02-1619,12/02/2025 22:32,3.6,Planos,Não,Técnico,4.2,Finalizado
173.496.508-84,Lunna Moraes,SAC-2021,Dúvida,Telefone,11.2,4,PROTO-2025-01-7106,23/03/2025 01:13,7.6,Planos,Não,Técnico,0.7,Finalizado
259.436.807-56,Maria Alice Vargas,SAC-1395,Solicitação,WhatsApp,8.0,3,PROTO-2025-01-3911,11/02/2025 03:50,8.8,Planos,Sim,Comercial,4.4,Reaberto
198.345.072-32,Nicolas Jesus,SAC-7619,Reclamação,WhatsApp,13.5,2,PROTO-2025-02-3540,05/01/2025 12:20,0.8,Internet,Não,Comercial,4.1,Reaberto
786.142.539-82,Ana Lívia Gonçalves,SAC-4784,Solicitação,WhatsApp,12.8,5,PROTO-2025-03-5534,25/03/2025 13:43,9.9,Telefonia,Sim,Nenhum,0.8,Pendente
247.690.351-52,Dr. Otávio Marques,SAC-4897,Dúvida,Chat,3.6,4,PROTO-2025-04-3692,07/04/2025 01:40,6.6,Planos,Não,Nenhum,4.2,Reaberto
632.081.947-22,Anthony Porto,SAC-1869,Dúvida,E-mail,12.2,1,PROTO-2025-02-3666,28/02/2025 18:58,8.1,Planos,Não,Nenhum,4.7,Reaberto
548.790.132-50,Bianca Gomes,SAC-8840,Elogio,Chat,4.9,4,PROTO-2025-01-2180,06/04/2025 10:02,8.6,Internet,Sim,Nenhum,2.3,Finalizado
316.958.247-09,Ísis Oliveira,SAC-5509,Solicitação,E-mail,5.8,4,PROTO-2025-03-9077,19/03/2025 11:37,9.8,Telefonia,Não,Comercial,1.1,Finalizado
021.798.365-03,Pedro da Rocha,SAC-1875,Elogio,WhatsApp,12.3,4,PROTO-2025-02-4496,03/02/2025 21:55,6.1,Telefonia,Não,Nenhum,3.3,Pendente
026.431.859-51,Lucas Moraes,SAC-1414,Solicitação,Chat,14.6,2,PROTO-2025-02-4100,25/03/2025 09:36,9.3,Planos,Não,Comercial,3.8,Finalizado
540.179.286-76,Danilo Alves,SAC-9617,Solicitação,WhatsApp,3.9,5,PROTO-2025-03-5101,29/03/2025 03:32,5.1,Telefonia,Sim,Nenhum,4.1,Pendente
458.796.012-85,Sr. Enrico Sampaio,SAC-6223,Reclamação,Chat,11.7,2,PROTO-2025-01-5857,17/04/2025 00:23,1.9,Internet,Não,Nenhum,1.9,Finalizado
315.820.964-06,Davi Lucca Freitas,SAC-2858,Reclamação,E-mail,14.5,5,PROTO-2025-03-4726,05/04/2025 06:45,8.4,Telefonia,Não,Técnico,4.1,Reaberto
031.528.764-08,Pedro Henrique Guerra,SAC-5764,Reclamação,E-mail,10.6,5,PROTO-2025-01-9224,12/03/2025 12:09,7.0,Internet,Não,Nenhum,4.4,Reaberto
657.914.308-84,Henrique Ramos,SAC-8294,Reclamação,Chat,4.0,5,PROTO-2025-01-1766,06/02/2025 16:14,6.3,Planos,Sim,Nenhum,1.1,Finalizado
584.132.796-82,Laura Pastor,SAC-6034,Dúvida,Chat,12.6,4,PROTO-2025-02-1132,12/03/2025 20:00,5.9,Internet,Sim,Financeiro,3.4,Reaberto
124.860.537-35,Maria Clara da Mota,SAC-4180,Solicitação,Telefone,12.6,2,PROTO-2025-01-1023,25/02/2025 10:58,5.6,TV por Assinatura,Sim,Técnico,4.4,Reaberto
869.143.507-01,Noah Machado,SAC-4080,Dúvida,Chat,11.4,3,PROTO-2025-03-5034,09/04/2025 19:26,2.5,Planos,Não,Técnico,3.9,Finalizado
049.632.815-89,Maya Viana,SAC-1853,Elogio,Telefone,10.7,3,PROTO-2025-02-4795,09/01/2025 20:11,6.1,Internet,Sim,Técnico,2.9,Reaberto
740.698.251-85,Sra. Alice Moura,SAC-5150,Solicitação,Chat,10.8,4,PROTO-2025-03-3172,13/01/2025 10:02,0.8,Internet,Sim,Técnico,4.1,Finalizado
968.352.047-29,José Pedro Martins,SAC-3354,Dúvida,Telefone,14.3,2,PROTO-2025-02-4370,17/01/2025 19:53,3.2,TV por Assinatura,Não,Comercial,1.0,Reaberto
295.481.760-76,Pedro Pereira,SAC-6471,Solicitação,E-mail,6.8,5,PROTO-2025-01-7741,06/01/2025 21:26,2.5,TV por Assinatura,Sim,Comercial,1.3,Pendente
798.412.536-82,Maria Eduarda Ferreira,SAC-8612,Elogio,Chat,11.1,1,PROTO-2025-01-5000,04/02/2025 13:21,0.5,Planos,Sim,Nenhum,0.6,Pendente
359.671.048-01,Luan Porto,SAC-6671,Dúvida,Telefone,4.3,1,PROTO-2025-02-9393,23/03/2025 10:54,1.9,Planos,Não,Técnico,1.3,Pendente
391.508.462-05,Pedro Miguel Rodrigues,SAC-2455,Reclamação,Chat,14.6,3,PROTO-2025-04-3819,08/02/2025 11:32,2.8,Telefonia,Sim,Comercial,3.9,Reaberto
058.342.197-05,Luiz Henrique Guerra,SAC-3065,Reclamação,Telefone,8.6,1,PROTO-2025-02-4502,31/03/2025 16:05,7.7,Internet,Sim,Financeiro,3.4,Reaberto
261.843.057-35,Marcela Aparecida,SAC-3107,Solicitação,Chat,9.6,4,PROTO-2025-02-7349,06/02/2025 10:27,9.9,TV por Assinatura,Não,Financeiro,3.0,Finalizado
451.980.326-89,Calebe Leão,SAC-9889,Solicitação,E-mail,8.8,2,PROTO-2025-01-6993,05/04/2025 20:58,4.0,TV por Assinatura,Sim,Técnico,0.6,Finalizado
219.680.754-02,Levi Campos,SAC-6754,Solicitação,Telefone,11.9,5,PROTO-2025-04-4136,19/01/2025 19:09,9.3,Planos,Não,Financeiro,1.9,Pendente
419.825.073-14,Rebeca Almeida,SAC-8463,Elogio,E-mail,12.9,3,PROTO-2025-03-3019,29/03/2025 08:34,5.7,Planos,Sim,Técnico,1.4,Reaberto
186.540.973-10,Valentim Fonseca,SAC-9112,Solicitação,WhatsApp,9.8,4,PROTO-2025-02-2568,22/02/2025 07:04,9.8,Telefonia,Não,Técnico,2.3,Finalizado
412.508.763-62,Srta. Eduarda Pires,SAC-1786,Dúvida,E-mail,9.8,5,PROTO-2025-03-6954,23/02/2025 01:41,0.6,Internet,Sim,Financeiro,1.9,Reaberto
984.172.365-46,Júlia Correia,SAC-7311,Reclamação,E-mail,6.7,1,PROTO-2025-02-7432,12/03/2025 13:43,4.1,Planos,Sim,Nenhum,4.6,Pendente
351.672.908-21,Sr. Daniel Gomes,SAC-2074,Elogio,E-mail,8.2,5,PROTO-2025-04-3650,13/04/2025 13:07,3.6,Telefonia,Sim,Técnico,1.0,Pendente
712.408.593-41,Sr. Luiz Miguel Lopes,SAC-3491,Solicitação,E-mail,11.7,3,PROTO-2025-01-2959,26/01/2025 12:39,1.1,TV por Assinatura,Sim,Financeiro,2.7,Pendente
408.629.713-22,Sr. Benício Nunes,SAC-2503,Elogio,WhatsApp,8.2,4,PROTO-2025-02-4090,10/02/2025 07:13,8.2,TV por Assinatura,Sim,Nenhum,4.8,Pendente
642.973.081-69,Maitê Garcia,SAC-6728,Elogio,Telefone,3.5,1,PROTO-2025-03-6722,06/03/2025 08:44,1.6,Internet,Não,Técnico,3.3,Reaberto
865.241.073-90,Luana Garcia,SAC-1981,Reclamação,WhatsApp,13.9,1,PROTO-2025-01-5901,16/03/2025 09:18,5.0,Planos,Sim,Comercial,4.4,Pendente
897.624.310-22,Augusto Costela,SAC-3739,Dúvida,WhatsApp,12.2,3,PROTO-2025-02-5126,26/02/2025 02:39,1.7,TV por Assinatura,Não,Nenhum,1.7,Finalizado
235.968.041-24,Marcos Vinicius da Luz,SAC-9954,Dúvida,E-mail,5.3,1,PROTO-2025-01-3057,18/02/2025 14:11,7.3,Telefonia,Sim,Financeiro,0.6,Reaberto
784.356.012-26,Ana Luiza Marques,SAC-8748,Reclamação,WhatsApp,3.2,3,PROTO-2025-01-8982,14/02/2025 16:43,6.9,Planos,Não,Nenhum,1.5,Pendente
047.196.235-06,Maria Sophia Sousa,SAC-6770,Dúvida,Chat,9.4,4,PROTO-2025-03-6654,11/02/2025 09:44,1.2,TV por Assinatura,Sim,Técnico,2.7,Reaberto
617.259.834-19,Mariane da Rosa,SAC-9947,Solicitação,Chat,12.0,5,PROTO-2025-03-7298,17/02/2025 09:57,2.3,Telefonia,Sim,Comercial,3.4,Pendente
073.981.624-13,Arthur Gabriel Albuquerque,SAC-6168,Dúvida,Telefone,5.9,1,PROTO-2025-01-1917,09/03/2025 06:35,7.7,TV por Assinatura,Sim,Comercial,1.2,Pendente
061.485.972-76,Dr. Luiz Fernando Aragão,SAC-7991,Elogio,WhatsApp,14.1,3,PROTO-2025-04-9488,09/02/2025 17:46,8.2,Internet,Sim,Comercial,2.0,Pendente
351.872.460-62,Davi Lucas Azevedo,SAC-1494,Dúvida,WhatsApp,3.2,3,PROTO-2025-02-7255,15/02/2025 09:01,7.4,Internet,Não,Comercial,3.7,Pendente
028.467.193-22,Bryan Vieira,SAC-8776,Solicitação,E-mail,9.5,4,PROTO-2025-04-9768,11/04/2025 04:52,2.0,Internet,Não,Técnico,5.0,Reaberto
182.094.375-50,José Borges,SAC-8673,Elogio,WhatsApp,14.7,2,PROTO-2025-03-6699,24/01/2025 07:43,1.9,Telefonia,Sim,Nenhum,0.6,Reaberto
102.739.846-40,Dr. Anthony Gabriel Pereira,SAC-1553,Dúvida,WhatsApp,5.4,3,PROTO-2025-02-1365,05/01/2025 22:42,2.5,Telefonia,Não,Financeiro,3.7,Pendente
642.079.153-70,Amanda Fonseca,SAC-8511,Elogio,E-mail,12.4,2,PROTO-2025-03-1098,12/04/2025 21:59,7.2,Telefonia,Sim,Comercial,1.9,Reaberto
036.154.897-48,Yasmin Caldeira,SAC-3883,Reclamação,WhatsApp,11.2,1,PROTO-2025-03-1001,26/01/2025 16:56,9.5,Internet,Sim,Nenhum,4.7,Reaberto
085.396.241-33,Lunna Souza,SAC-7193,Elogio,WhatsApp,3.4,5,PROTO-2025-02-3516,30/01/2025 22:53,1.3,Telefonia,Não,Comercial,3.8,Reaberto
140.672.985-01,Sra. Ana Clara Teixeira,SAC-2089,Reclamação,WhatsApp,9.7,2,PROTO-2025-01-1571,30/01/2025 14:07,9.1,Telefonia,Não,Financeiro,2.2,Finalizado
347.016.958-66,Hadassa da Costa,SAC-9221,Dúvida,Telefone,8.3,5,PROTO-2025-04-6192,07/03/2025 19:31,2.0,Telefonia,Não,Nenhum,1.7,Pendente
769.104.235-34,Sr. Lucca Costa,SAC-3148,Dúvida,Telefone,3.3,4,PROTO-2025-02-1069,27/01/2025 17:30,9.3,Planos,Sim,Financeiro,3.9,Reaberto
821.409.653-70,Rafael Fernandes,SAC-7866,Dúvida,Chat,13.8,3,PROTO-2025-02-5147,26/01/2025 16:20,5.5,Telefonia,Não,Comercial,0.6,Pendente
682.739.105-12,Maria Eduarda Correia,SAC-4784,Dúvida,E-mail,4.4,2,PROTO-2025-02-7326,03/02/2025 06:04,4.5,Planos,Não,Nenhum,4.9,Pendente
621.490.378-31,Marina Costela,SAC-1648,Elogio,Chat,9.8,2,PROTO-2025-01-9777,14/02/2025 22:56,6.7,TV por Assinatura,Sim,Técnico,2.8,Pendente
731.802.469-87,Lunna Brito,SAC-7176,Reclamação,WhatsApp,13.9,1,PROTO-2025-02-5658,02/01/2025 14:07,8.7,TV por Assinatura,Sim,Técnico,2.1,Pendente
851.649.720-85,Lívia Fonseca,SAC-1020,Solicitação,E-mail,3.2,5,PROTO-2025-01-6771,05/03/2025 18:40,7.3,TV por Assinatura,Sim,Financeiro,2.9,Pendente
598.624.307-29,João Felipe Almeida,SAC-5215,Dúvida,WhatsApp,8.0,4,PROTO-2025-02-7756,06/02/2025 03:16,1.8,TV por Assinatura,Não,Técnico,2.8,Finalizado
573.460.892-00,Srta. Mariah Carvalho,SAC-7376,Reclamação,Chat,5.3,5,PROTO-2025-01-7798,24/02/2025 04:55,2.0,Planos,Não,Comercial,1.0,Reaberto
063.541.879-75,Otto Vasconcelos,SAC-9192,Dúvida,Telefone,13.0,5,PROTO-2025-03-5517,09/01/2025 10:15,3.3,Planos,Sim,Financeiro,2.9,Finalizado
831.467.905-48,Raul da Rocha,SAC-9531,Dúvida,E-mail,6.7,2,PROTO-2025-04-8776,17/04/2025 10:16,7.6,Internet,Sim,Nenhum,2.5,Reaberto
736.258.490-38,Valentim Dias,SAC-5013,Solicitação,E-mail,7.2,3,PROTO-2025-02-5568,16/04/2025 07:45,5.8,Telefonia,Sim,Comercial,3.8,Pendente
352.169.708-86,Dra. Ana Júlia Duarte,SAC-6911,Reclamação,E-mail,14.1,3,PROTO-2025-02-2570,24/02/2025 11:01,9.7,TV por Assinatura,Não,Financeiro,2.8,Pendente
697.481.032-69,Ana Vitória Cavalcante,SAC-5159,Solicitação,Telefone,7.6,4,PROTO-2025-02-3201,05/01/2025 10:11,6.1,TV por Assinatura,Não,Técnico,3.2,Pendente
693.852.710-59,Ana Sophia Ribeiro,SAC-8019,Solicitação,Chat,3.2,2,PROTO-2025-02-7224,07/02/2025 14:28,7.3,Planos,Não,Comercial,4.4,Reaberto
837.124.609-96,Yuri Souza,SAC-9572,Reclamação,E-mail,5.3,5,PROTO-2025-03-2750,26/02/2025 08:45,8.1,Internet,Não,Comercial,1.1,Reaberto
407.359.128-23,Manuella Moura,SAC-4741,Elogio,WhatsApp,3.8,4,PROTO-2025-02-8458,22/03/2025 11:24,3.7,Internet,Não,Técnico,1.2,Reaberto
021.743.865-26,Ana Laura Ferreira,SAC-8016,Elogio,Telefone,6.5,5,PROTO-2025-02-4142,03/04/2025 10:18,2.9,Internet,Sim,Técnico,3.6,Reaberto
953.804.761-39,Otávio Pacheco,SAC-1290,Elogio,Telefone,5.0,5,PROTO-2025-01-3316,20/03/2025 01:16,1.3,Telefonia,Sim,Comercial,1.7,Finalizado
473.659.128-55,Sr. Valentim Sá,SAC-2555,Solicitação,E-mail,3.2,3,PROTO-2025-03-8925,30/03/2025 19:57,5.9,TV por Assinatura,Não,Técnico,3.9,Finalizado
873.045.162-08,Ester Rezende,SAC-8680,Solicitação,WhatsApp,6.3,1,PROTO-2025-03-7273,27/01/2025 05:01,6.6,TV por Assinatura,Sim,Financeiro,2.5,Pendente
369.057.281-95,Maria Sophia Carvalho,SAC-9674,Solicitação,WhatsApp,11.4,1,PROTO-2025-01-1211,26/03/2025 12:17,1.8,TV por Assinatura,Sim,Financeiro,1.3,Pendente
634.508.912-51,Dr. Léo Albuquerque,SAC-5955,Solicitação,WhatsApp,7.7,3,PROTO-2025-01-3119,08/03/2025 23:16,2.9,Planos,Sim,Técnico,4.4,Reaberto
436.917.258-64,Bárbara Câmara,SAC-1618,Solicitação,Telefone,13.3,2,PROTO-2025-02-3511,12/02/2025 04:18,7.9,Planos,Não,Financeiro,3.4,Pendente
348.216.705-26,Pedro Henrique Teixeira,SAC-2287,Elogio,WhatsApp,9.3,3,PROTO-2025-01-6149,19/02/2025 02:06,5.4,Telefonia,Sim,Comercial,1.8,Finalizado
738.064.912-40,Laís Sampaio,SAC-8726,Reclamação,WhatsApp,11.5,5,PROTO-2025-02-7265,15/02/2025 21:14,8.4,Planos,Sim,Nenhum,2.1,Reaberto
564.782.093-00,Nina Santos,SAC-2611,Solicitação,WhatsApp,6.8,4,PROTO-2025-03-6294,24/02/2025 05:00,9.4,Telefonia,Sim,Financeiro,4.3,Reaberto
602.914.587-85,Gabriela Rios,SAC-4761,Reclamação,Chat,7.8,2,PROTO-2025-03-2961,15/02/2025 01:40,9.2,Planos,Sim,Nenhum,2.4,Reaberto
547.230.198-04,Sr. Noah Santos,SAC-9815,Reclamação,E-mail,3.3,1,PROTO-2025-04-9948,07/01/2025 16:32,9.4,Internet,Sim,Comercial,2.0,Reaberto
081.326.479-04,Eloá Pires,SAC-7015,Reclamação,Telefone,6.3,3,PROTO-2025-02-7546,15/03/2025 07:54,2.7,Planos,Sim,Técnico,2.1,Reaberto
387.296.514-09,Ísis Vasconcelos,SAC-7394,Dúvida,E-mail,3.4,1,PROTO-2025-02-8948,09/01/2025 21:50,6.6,TV por Assinatura,Sim,Comercial,2.4,Pendente
095.836.741-84,Helena Guerra,SAC-5986,Reclamação,E-mail,10.8,5,PROTO-2025-04-5002,06/02/2025 21:02,0.5,Telefonia,Sim,Financeiro,3.4,Reaberto
138.549.072-14,Antônio Novais,SAC-2812,Elogio,WhatsApp,13.0,5,PROTO-2025-02-6367,07/02/2025 03:04,7.1,Planos,Sim,Técnico,0.7,Pendente
014.623.958-05,Srta. Yasmin Gonçalves,SAC-1746,Elogio,Telefone,14.9,1,PROTO-2025-03-7399,10/03/2025 22:38,4.2,Telefonia,Sim,Comercial,3.5,Pendente
729.364.805-74,Maria Clara Farias,SAC-9106,Elogio,WhatsApp,14.5,4,PROTO-2025-03-9518,03/03/2025 01:50,9.7,Planos,Não,Técnico,3.8,Finalizado
293.106.785-77,Ravi Lucca Correia,SAC-3891,Solicitação,Chat,5.5,4,PROTO-2025-03-2613,29/03/2025 15:16,3.3,Telefonia,Sim,Financeiro,2.2,Reaberto
469.832.507-29,Dr. Diego Duarte,SAC-5582,Elogio,Telefone,11.2,3,PROTO-2025-02-2976,24/01/2025 02:04,6.4,Planos,Sim,Financeiro,2.5,Finalizado
281.937.645-28,Maria Clara da Luz,SAC-7370,Elogio,E-mail,6.4,5,PROTO-2025-02-8645,17/02/2025 00:08,5.9,Telefonia,Não,Técnico,1.4,Pendente
739.015.824-79,Ana Júlia Costa,SAC-5290,Elogio,WhatsApp,5.1,3,PROTO-2025-03-2464,02/04/2025 08:34,3.1,Internet,Sim,Financeiro,1.1,Reaberto
927.063.458-29,Ana Cavalcanti,SAC-1716,Reclamação,Telefone,11.5,5,PROTO-2025-04-9620,28/03/2025 08:48,4.2,Telefonia,Não,Técnico,2.0,Reaberto
056.149.873-39,Marcelo Cavalcante,SAC-1926,Dúvida,Chat,13.4,4,PROTO-2025-03-2256,24/01/2025 14:57,5.5,Internet,Não,Técnico,1.9,Pendente
650.794.183-20,Ana Cecília Araújo,SAC-8406,Elogio,Telefone,5.0,3,PROTO-2025-01-7921,30/01/2025 06:17,8.8,Internet,Não,Financeiro,4.4,Reaberto
156.309.482-70,Sra. Raquel Aragão,SAC-6175,Reclamação,E-mail,7.9,2,PROTO-2025-03-4886,05/01/2025 11:13,3.5,Internet,Sim,Financeiro,4.0,Pendente
627.308.591-95,Bianca Costela,SAC-5762,Elogio,Chat,9.2,4,PROTO-2025-03-8749,16/02/2025 23:23,8.8,Planos,Sim,Nenhum,0.7,Finalizado
750.319.826-59,Thiago Rios,SAC-3369,Elogio,WhatsApp,13.0,1,PROTO-2025-01-2335,05/03/2025 18:04,6.3,Internet,Não,Financeiro,4.3,Pendente
138.067.524-35,Davi Luiz Peixoto,SAC-8179,Dúvida,Telefone,9.6,4,PROTO-2025-01-7614,07/01/2025 21:47,8.3,Planos,Sim,Técnico,3.6,Reaberto
806.523.491-70,Antony Viana,SAC-6471,Reclamação,Chat,3.7,5,PROTO-2025-03-3782,04/04/2025 18:25,2.0,Internet,Não,Nenhum,3.0,Reaberto
780.126.493-22,Vitor Gabriel Oliveira,SAC-1743,Reclamação,E-mail,10.0,3,PROTO-2025-02-5883,07/01/2025 19:29,1.8,Planos,Sim,Técnico,2.2,Finalizado
516.890.274-01,Srta. Eloah Pacheco,SAC-7376,Solicitação,E-mail,5.8,5,PROTO-2025-02-5007,06/04/2025 02:46,4.6,Internet,Sim,Técnico,4.4,Reaberto
218.749.560-49,Maria Isis Carvalho,SAC-3412,Dúvida,WhatsApp,7.6,2,PROTO-2025-01-4953,16/02/2025 04:32,1.0,Internet,Sim,Financeiro,1.2,Finalizado
608.347.951-75,Elisa Mendonça,SAC-3540,Dúvida,WhatsApp,10.4,2,PROTO-2025-02-6223,15/03/2025 16:11,1.1,Internet,Sim,Financeiro,2.1,Finalizado
194.537.602-34,Maria Clara Costa,SAC-3862,Reclamação,WhatsApp,7.5,3,PROTO-2025-03-6522,05/03/2025 22:17,5.0,Planos,Não,Financeiro,2.9,Reaberto
754.093.681-93,Luiz Fernando Moraes,SAC-9069,Dúvida,E-mail,5.9,3,PROTO-2025-01-1701,15/01/2025 19:38,2.6,Planos,Não,Nenhum,2.7,Reaberto
432.718.069-69,Luna Fernandes,SAC-5334,Reclamação,Telefone,12.0,4,PROTO-2025-04-8885,30/01/2025 09:14,9.6,Planos,Não,Nenhum,0.8,Reaberto
349.507.286-10,Danilo Pires,SAC-4306,Elogio,Telefone,6.1,4,PROTO-2025-01-8150,12/01/2025 03:44,0.8,Planos,Não,Comercial,4.7,Reaberto
932.567.014-34,Rafaela Santos,SAC-6227,Elogio,Chat,13.9,1,PROTO-2025-01-5939,16/04/2025 09:14,5.6,Telefonia,Sim,Técnico,4.1,Finalizado
921.384.056-05,Fernando Camargo,SAC-8736,Elogio,Telefone,6.3,3,PROTO-2025-01-2812,03/02/2025 03:06,7.8,Telefonia,Sim,Financeiro,5.0,Reaberto
512.687.930-86,Luiz Felipe Sampaio,SAC-1507,Reclamação,Chat,4.2,5,PROTO-2025-02-5467,01/01/2025 13:37,9.6,TV por Assinatura,Sim,Comercial,2.5,Reaberto
410.382.795-50,Sr. Enrico Lopes,SAC-5992,Solicitação,Chat,12.3,4,PROTO-2025-04-4864,09/01/2025 10:32,1.4,Planos,Não,Técnico,1.7,Reaberto
508.913.427-88,Srta. Evelyn Araújo,SAC-5075,Reclamação,E-mail,14.5,5,PROTO-2025-03-7107,14/01/2025 23:40,1.3,TV por Assinatura,Não,Nenhum,1.1,Pendente
047.926.153-99,Lucca da Conceição,SAC-9546,Solicitação,E-mail,8.2,4,PROTO-2025-02-9166,14/04/2025 00:54,6.6,Internet,Não,Comercial,0.8,Finalizado
652.190.378-03,Srta. Lívia Lima,SAC-3569,Solicitação,WhatsApp,8.1,2,PROTO-2025-03-8890,28/02/2025 20:35,5.8,Planos,Sim,Comercial,3.4,Reaberto
287.964.350-38,Pedro Lucas Garcia,SAC-4967,Dúvida,Chat,3.9,1,PROTO-2025-01-2884,09/04/2025 22:09,5.3,Internet,Sim,Nenhum,2.1,Pendente
034.625.798-00,Samuel Novais,SAC-4337,Reclamação,WhatsApp,9.1,3,PROTO-2025-03-8873,17/01/2025 16:09,1.2,TV por Assinatura,Não,Nenhum,2.9,Pendente
496.031.785-00,Evelyn Siqueira,SAC-9136,Solicitação,Chat,10.1,2,PROTO-2025-02-4522,13/04/2025 03:20,7.4,Internet,Não,Nenhum,4.6,Reaberto
538.690.241-51,Eduardo Barbosa,SAC-3181,Solicitação,Telefone,11.5,3,PROTO-2025-01-1118,23/02/2025 05:43,4.5,Planos,Não,Comercial,2.0,Pendente
419.307.856-66,Ana Carolina da Rocha,SAC-4935,Dúvida,Chat,12.8,5,PROTO-2025-04-4678,25/02/2025 16:09,9.9,Telefonia,Sim,Financeiro,0.6,Reaberto
285.146.039-06,Heloisa Porto,SAC-7234,Solicitação,Telefone,9.0,4,PROTO-2025-03-2072,03/03/2025 18:53,8.7,TV por Assinatura,Não,Comercial,3.1,Reaberto
216.549.037-52,Erick Carvalho,SAC-6177,Dúvida,WhatsApp,14.0,2,PROTO-2025-02-8072,03/01/2025 01:46,2.1,Telefonia,Sim,Comercial,1.5,Finalizado
587.423.960-00,Dr. Juan Lopes,SAC-5610,Elogio,E-mail,14.7,1,PROTO-2025-02-7709,14/02/2025 04:44,5.9,Internet,Sim,Comercial,1.7,Pendente
156.782.094-85,Maria Julia Macedo,SAC-8505,Elogio,Chat,5.5,5,PROTO-2025-03-8789,13/02/2025 09:22,8.6,TV por Assinatura,Não,Nenhum,2.6,Pendente
680.741.359-93,Ana Cavalcante,SAC-3803,Dúvida,Telefone,4.6,4,PROTO-2025-01-4631,15/01/2025 13:38,1.0,Internet,Sim,Nenhum,3.3,Finalizado
305.289.417-04,Manuela Brito,SAC-6338,Elogio,WhatsApp,14.1,5,PROTO-2025-03-3972,25/03/2025 01:29,0.7,Planos,Sim,Nenhum,4.8,Pendente
546.902.318-42,Valentina Câmara,SAC-2150,Dúvida,E-mail,9.2,1,PROTO-2025-04-4451,27/03/2025 20:04,9.5,TV por Assinatura,Sim,Técnico,2.6,Finalizado
531.492.706-34,Maysa Fernandes,SAC-3063,Solicitação,Chat,14.2,2,PROTO-2025-01-2220,02/02/2025 20:54,1.1,Planos,Não,Nenhum,0.5,Finalizado
469.852.073-83,Dr. Vinicius Caldeira,SAC-5267,Solicitação,Chat,14.5,3,PROTO-2025-01-1270,02/04/2025 08:31,8.8,TV por Assinatura,Sim,Nenhum,3.7,Finalizado
263.754.918-19,Luna da Luz,SAC-2312,Solicitação,Telefone,14.2,5,PROTO-2025-02-6293,17/03/2025 23:01,9.5,TV por Assinatura,Sim,Comercial,1.7,Pendente
792.143.568-82,Thales Oliveira,SAC-8178,Reclamação,Chat,12.1,2,PROTO-2025-02-8235,12/02/2025 10:51,2.0,Telefonia,Sim,Financeiro,2.0,Reaberto
947.813.650-00,Lara Caldeira,SAC-8567,Reclamação,WhatsApp,10.8,4,PROTO-2025-03-6087,26/03/2025 22:33,1.5,TV por Assinatura,Não,Técnico,3.3,Pendente
